total_value,portfolio_delta,eth_delta,btc_delta,eth_price,btc_price,max_deviation,rebalance_count,total_costs
1000528.7881097544,0.0003594777331457889,-0.001672618432841702,0.0037157934232241734,2613.54296875,105614.3515625,0.0037157934232241734,4,27.706473931631628
1000382.6010919858,0.000265070618354768,-0.001628202329411057,0.003393249737276109,2613.775146484375,105546.2421875,0.003393249737276109,4,27.706473931631628
1003330.0852245636,0.0021651083601352482,0.0013228056832202723,0.0035606892187379845,2629.247314453125,105581.59375,0.0035606892187379845,4,27.706473931631628
1004754.5495493647,0.0030807750886070167,0.0030505460046674373,0.0031309690016610645,2638.348388671875,105490.890625,0.0031309690016610645,4,27.706473931631628
1002352.6643312401,0.0015358340718061695,0.0006682095714369071,0.002973275001188861,2625.807373046875,105457.625,0.002973275001188861,4,27.706473931631628
1003028.9113709056,0.001971293895959625,0.0015816662613079029,0.002617632348307623,2630.60888671875,105382.640625,0.002617632348307623,4,27.706473931631628
1002697.7787197202,0.0017581131250598435,0.0011977600339079938,0.0026872394033311668,2628.58984375,105397.3125,0.0026872394033311668,4,27.706473931631628
1005449.4510800999,0.003526858462510294,0.003638487401841189,0.003341433857825455,2641.45263671875,105535.3046875,0.003638487401841189,4,27.706473931631628
1006791.7534360841,0.004387403357373705,0.004046286269549424,0.0049533413744101635,2643.60791015625,105876.0859375,0.0049533413744101635,4,27.706473931631628
1005600.1492618101,0.0036235446122705305,0.0032423794524485622,0.004255858172839053,2639.36083984375,105728.4921875,0.004255858172839053,4,27.706473931631628
1001734.4916798823,0.0011374378544711109,0.0008959985444500298,0.0015381106708985395,2627.00390625,105155.359375,0.0015381106708985395,4,27.706473931631628
999943.5870905626,-1.855045325370184e-05,-0.0007964671445655474,0.0012705782355329277,2618.126708984375,105099.109375,0.0012705782355329277,4,27.706473931631628
998825.3969453461,-0.0007416746642704561,-0.0010745694534001762,-0.00018936339722925235,2616.6708984375,104792.6796875,0.0010745694534001762,4,27.706473931631628
1003585.3541994672,0.002329322718693214,0.0032038521582269026,0.0008736974767015395,2639.157470703125,105015.71875,0.0032038521582269026,4,27.706473931631628
1010048.2271233352,0.006468952168772711,0.008729200426172123,0.002692761591805235,2668.48486328125,105398.4765625,0.008729200426172123,4,27.706473931631628
1008709.1227746762,0.005614046800015697,0.007125467847578318,0.0030940127888238866,2659.93896484375,105483.09375,0.007125467847578318,4,27.706473931631628
1003201.1373452109,0.0020821357241867992,0.0025961794987251034,0.0012273508659282177,2635.951904296875,105090.0234375,0.0025961794987251034,4,27.706473931631628
